"Step","vivid-donkey-291 - Percentage of times the goal was reached through time","vivid-donkey-291 - Percentage of times the goal was reached through time__MIN","vivid-donkey-291 - Percentage of times the goal was reached through time__MAX"
"0","0","0","0"
"1","0","0","0"
"2","0","0","0"
"3","0","0","0"
"4","0","0","0"
"5","0","0","0"
"6","0","0","0"
"7","0","0","0"
"8","0","0","0"
"9","0.1","0.1","0.1"
"10","0.09090909090909091","0.09090909090909091","0.09090909090909091"
"11","0.16666666666666666","0.16666666666666666","0.16666666666666666"
"12","0.15384615384615385","0.15384615384615385","0.15384615384615385"
"13","0.14285714285714285","0.14285714285714285","0.14285714285714285"
"14","0.13333333333333333","0.13333333333333333","0.13333333333333333"
"15","0.125","0.125","0.125"
"16","0.11764705882352941","0.11764705882352941","0.11764705882352941"
"17","0.16666666666666666","0.16666666666666666","0.16666666666666666"
"18","0.15789473684210525","0.15789473684210525","0.15789473684210525"
"19","0.2","0.2","0.2"
"20","0.19047619047619047","0.19047619047619047","0.19047619047619047"
"21","0.18181818181818182","0.18181818181818182","0.18181818181818182"
"22","0.17391304347826086","0.17391304347826086","0.17391304347826086"
"23","0.20833333333333334","0.20833333333333334","0.20833333333333334"
"24","0.2","0.2","0.2"
"25","0.19230769230769232","0.19230769230769232","0.19230769230769232"
"26","0.2222222222222222","0.2222222222222222","0.2222222222222222"
"27","0.21428571428571427","0.21428571428571427","0.21428571428571427"
"28","0.20689655172413793","0.20689655172413793","0.20689655172413793"
"29","0.2","0.2","0.2"
"30","0.1935483870967742","0.1935483870967742","0.1935483870967742"
"31","0.21875","0.21875","0.21875"
"32","0.21212121212121213","0.21212121212121213","0.21212121212121213"
"33","0.20588235294117646","0.20588235294117646","0.20588235294117646"
"34","0.2","0.2","0.2"
"35","0.19444444444444445","0.19444444444444445","0.19444444444444445"
"36","0.1891891891891892","0.1891891891891892","0.1891891891891892"
"37","0.21052631578947367","0.21052631578947367","0.21052631578947367"
"38","0.20512820512820512","0.20512820512820512","0.20512820512820512"
"39","0.225","0.225","0.225"
"40","0.21951219512195122","0.21951219512195122","0.21951219512195122"
"41","0.21428571428571427","0.21428571428571427","0.21428571428571427"
"42","0.23255813953488372","0.23255813953488372","0.23255813953488372"
"43","0.22727272727272727","0.22727272727272727","0.22727272727272727"
"44","0.24444444444444444","0.24444444444444444","0.24444444444444444"
"45","0.2391304347826087","0.2391304347826087","0.2391304347826087"
"46","0.2553191489361702","0.2553191489361702","0.2553191489361702"
"47","0.2708333333333333","0.2708333333333333","0.2708333333333333"
"48","0.2653061224489796","0.2653061224489796","0.2653061224489796"
"49","0.28","0.28","0.28"
"50","0.27450980392156865","0.27450980392156865","0.27450980392156865"
"51","0.2692307692307692","0.2692307692307692","0.2692307692307692"
"52","0.2830188679245283","0.2830188679245283","0.2830188679245283"
"53","0.2777777777777778","0.2777777777777778","0.2777777777777778"
"54","0.2727272727272727","0.2727272727272727","0.2727272727272727"
"55","0.2857142857142857","0.2857142857142857","0.2857142857142857"
"56","0.2807017543859649","0.2807017543859649","0.2807017543859649"
"57","0.29310344827586204","0.29310344827586204","0.29310344827586204"
"58","0.3050847457627119","0.3050847457627119","0.3050847457627119"
"59","0.3","0.3","0.3"
"60","0.3114754098360656","0.3114754098360656","0.3114754098360656"
"61","0.3225806451612903","0.3225806451612903","0.3225806451612903"
"62","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"63","0.328125","0.328125","0.328125"
"64","0.3384615384615385","0.3384615384615385","0.3384615384615385"
"65","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"66","0.34328358208955223","0.34328358208955223","0.34328358208955223"
"67","0.35294117647058826","0.35294117647058826","0.35294117647058826"
"68","0.34782608695652173","0.34782608695652173","0.34782608695652173"
"69","0.35714285714285715","0.35714285714285715","0.35714285714285715"
"70","0.36619718309859156","0.36619718309859156","0.36619718309859156"
"71","0.3611111111111111","0.3611111111111111","0.3611111111111111"
"72","0.3561643835616438","0.3561643835616438","0.3561643835616438"
"73","0.36486486486486486","0.36486486486486486","0.36486486486486486"
"74","0.36","0.36","0.36"
"75","0.3684210526315789","0.3684210526315789","0.3684210526315789"
"76","0.37662337662337664","0.37662337662337664","0.37662337662337664"
"77","0.38461538461538464","0.38461538461538464","0.38461538461538464"
"78","0.379746835443038","0.379746835443038","0.379746835443038"
"79","0.3875","0.3875","0.3875"
"80","0.38271604938271603","0.38271604938271603","0.38271604938271603"
"81","0.3902439024390244","0.3902439024390244","0.3902439024390244"
"82","0.39759036144578314","0.39759036144578314","0.39759036144578314"
"83","0.40476190476190477","0.40476190476190477","0.40476190476190477"
"84","0.4117647058823529","0.4117647058823529","0.4117647058823529"
"85","0.4186046511627907","0.4186046511627907","0.4186046511627907"
"86","0.42528735632183906","0.42528735632183906","0.42528735632183906"
"87","0.42045454545454547","0.42045454545454547","0.42045454545454547"
"88","0.42696629213483145","0.42696629213483145","0.42696629213483145"
"89","0.43333333333333335","0.43333333333333335","0.43333333333333335"
"90","0.42857142857142855","0.42857142857142855","0.42857142857142855"
"91","0.43478260869565216","0.43478260869565216","0.43478260869565216"
"92","0.43010752688172044","0.43010752688172044","0.43010752688172044"
"93","0.425531914893617","0.425531914893617","0.425531914893617"
"94","0.42105263157894735","0.42105263157894735","0.42105263157894735"
"95","0.4270833333333333","0.4270833333333333","0.4270833333333333"
"96","0.422680412371134","0.422680412371134","0.422680412371134"
"97","0.42857142857142855","0.42857142857142855","0.42857142857142855"
"98","0.43434343434343436","0.43434343434343436","0.43434343434343436"
"99","0.44","0.44","0.44"
"100","0.43564356435643564","0.43564356435643564","0.43564356435643564"
"101","0.4411764705882353","0.4411764705882353","0.4411764705882353"
"102","0.4368932038834951","0.4368932038834951","0.4368932038834951"
"103","0.4423076923076923","0.4423076923076923","0.4423076923076923"
"104","0.4380952380952381","0.4380952380952381","0.4380952380952381"
"105","0.44339622641509435","0.44339622641509435","0.44339622641509435"
"106","0.4485981308411215","0.4485981308411215","0.4485981308411215"
"107","0.4537037037037037","0.4537037037037037","0.4537037037037037"
"108","0.45871559633027525","0.45871559633027525","0.45871559633027525"
"109","0.45454545454545453","0.45454545454545453","0.45454545454545453"
"110","0.4594594594594595","0.4594594594594595","0.4594594594594595"
"111","0.4642857142857143","0.4642857142857143","0.4642857142857143"
"112","0.4690265486725664","0.4690265486725664","0.4690265486725664"
"113","0.47368421052631576","0.47368421052631576","0.47368421052631576"
"114","0.46956521739130436","0.46956521739130436","0.46956521739130436"
"115","0.47413793103448276","0.47413793103448276","0.47413793103448276"
"116","0.4700854700854701","0.4700854700854701","0.4700854700854701"
"117","0.4745762711864407","0.4745762711864407","0.4745762711864407"
"118","0.47058823529411764","0.47058823529411764","0.47058823529411764"
"119","0.475","0.475","0.475"
"120","0.4793388429752066","0.4793388429752066","0.4793388429752066"
"121","0.48360655737704916","0.48360655737704916","0.48360655737704916"
"122","0.4796747967479675","0.4796747967479675","0.4796747967479675"
"123","0.4838709677419355","0.4838709677419355","0.4838709677419355"
"124","0.488","0.488","0.488"
"125","0.49206349206349204","0.49206349206349204","0.49206349206349204"
"126","0.49606299212598426","0.49606299212598426","0.49606299212598426"
"127","0.5","0.5","0.5"
"128","0.5038759689922481","0.5038759689922481","0.5038759689922481"
"129","0.5076923076923077","0.5076923076923077","0.5076923076923077"
"130","0.5114503816793893","0.5114503816793893","0.5114503816793893"
"131","0.5151515151515151","0.5151515151515151","0.5151515151515151"
"132","0.518796992481203","0.518796992481203","0.518796992481203"
"133","0.5223880597014925","0.5223880597014925","0.5223880597014925"
"134","0.5259259259259259","0.5259259259259259","0.5259259259259259"
"135","0.5294117647058824","0.5294117647058824","0.5294117647058824"
"136","0.5328467153284672","0.5328467153284672","0.5328467153284672"
"137","0.5289855072463768","0.5289855072463768","0.5289855072463768"
"138","0.5323741007194245","0.5323741007194245","0.5323741007194245"
"139","0.5357142857142857","0.5357142857142857","0.5357142857142857"
"140","0.5390070921985816","0.5390070921985816","0.5390070921985816"
"141","0.5422535211267606","0.5422535211267606","0.5422535211267606"
"142","0.5454545454545454","0.5454545454545454","0.5454545454545454"
"143","0.5486111111111112","0.5486111111111112","0.5486111111111112"
"144","0.5517241379310345","0.5517241379310345","0.5517241379310345"
"145","0.5547945205479452","0.5547945205479452","0.5547945205479452"
"146","0.5578231292517006","0.5578231292517006","0.5578231292517006"
"147","0.5608108108108109","0.5608108108108109","0.5608108108108109"
"148","0.5637583892617449","0.5637583892617449","0.5637583892617449"
"149","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"150","0.5695364238410596","0.5695364238410596","0.5695364238410596"
"151","0.5723684210526315","0.5723684210526315","0.5723684210526315"
"152","0.5751633986928104","0.5751633986928104","0.5751633986928104"
"153","0.577922077922078","0.577922077922078","0.577922077922078"
"154","0.5806451612903226","0.5806451612903226","0.5806451612903226"
"155","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"156","0.5796178343949044","0.5796178343949044","0.5796178343949044"
"157","0.5822784810126582","0.5822784810126582","0.5822784810126582"
"158","0.5849056603773585","0.5849056603773585","0.5849056603773585"
"159","0.5875","0.5875","0.5875"
"160","0.5838509316770186","0.5838509316770186","0.5838509316770186"
"161","0.5864197530864198","0.5864197530864198","0.5864197530864198"
"162","0.5828220858895705","0.5828220858895705","0.5828220858895705"
"163","0.5792682926829268","0.5792682926829268","0.5792682926829268"
"164","0.5818181818181818","0.5818181818181818","0.5818181818181818"
"165","0.5843373493975904","0.5843373493975904","0.5843373493975904"
"166","0.5868263473053892","0.5868263473053892","0.5868263473053892"
"167","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"168","0.5857988165680473","0.5857988165680473","0.5857988165680473"
"169","0.5882352941176471","0.5882352941176471","0.5882352941176471"
"170","0.5906432748538012","0.5906432748538012","0.5906432748538012"
"171","0.5930232558139535","0.5930232558139535","0.5930232558139535"
"172","0.5953757225433526","0.5953757225433526","0.5953757225433526"
"173","0.5919540229885057","0.5919540229885057","0.5919540229885057"
"174","0.5885714285714285","0.5885714285714285","0.5885714285714285"
"175","0.5909090909090909","0.5909090909090909","0.5909090909090909"
"176","0.5932203389830508","0.5932203389830508","0.5932203389830508"
"177","0.5898876404494382","0.5898876404494382","0.5898876404494382"
"178","0.5921787709497207","0.5921787709497207","0.5921787709497207"
"179","0.5944444444444444","0.5944444444444444","0.5944444444444444"
"180","0.5966850828729282","0.5966850828729282","0.5966850828729282"
"181","0.5989010989010989","0.5989010989010989","0.5989010989010989"
"182","0.6010928961748634","0.6010928961748634","0.6010928961748634"
"183","0.6032608695652174","0.6032608695652174","0.6032608695652174"
"184","0.6054054054054054","0.6054054054054054","0.6054054054054054"
"185","0.6021505376344086","0.6021505376344086","0.6021505376344086"
"186","0.6042780748663101","0.6042780748663101","0.6042780748663101"
"187","0.6063829787234043","0.6063829787234043","0.6063829787234043"
"188","0.6084656084656085","0.6084656084656085","0.6084656084656085"
"189","0.6105263157894737","0.6105263157894737","0.6105263157894737"
"190","0.6073298429319371","0.6073298429319371","0.6073298429319371"
"191","0.609375","0.609375","0.609375"
"192","0.6113989637305699","0.6113989637305699","0.6113989637305699"
"193","0.6134020618556701","0.6134020618556701","0.6134020618556701"
"194","0.6153846153846154","0.6153846153846154","0.6153846153846154"
"195","0.6173469387755102","0.6173469387755102","0.6173469387755102"
"196","0.6142131979695431","0.6142131979695431","0.6142131979695431"
"197","0.6161616161616161","0.6161616161616161","0.6161616161616161"
"198","0.6180904522613065","0.6180904522613065","0.6180904522613065"
"199","0.62","0.62","0.62"
"200","0.6218905472636815","0.6218905472636815","0.6218905472636815"
"201","0.6237623762376238","0.6237623762376238","0.6237623762376238"
"202","0.625615763546798","0.625615763546798","0.625615763546798"
"203","0.6225490196078431","0.6225490196078431","0.6225490196078431"
"204","0.624390243902439","0.624390243902439","0.624390243902439"
"205","0.6213592233009708","0.6213592233009708","0.6213592233009708"
"206","0.6183574879227053","0.6183574879227053","0.6183574879227053"
"207","0.6201923076923077","0.6201923076923077","0.6201923076923077"
"208","0.6172248803827751","0.6172248803827751","0.6172248803827751"
"209","0.6190476190476191","0.6190476190476191","0.6190476190476191"
"210","0.6208530805687204","0.6208530805687204","0.6208530805687204"
"211","0.6226415094339622","0.6226415094339622","0.6226415094339622"
"212","0.6244131455399061","0.6244131455399061","0.6244131455399061"
"213","0.6261682242990654","0.6261682242990654","0.6261682242990654"
"214","0.6232558139534884","0.6232558139534884","0.6232558139534884"
"215","0.6203703703703703","0.6203703703703703","0.6203703703703703"
"216","0.6175115207373272","0.6175115207373272","0.6175115207373272"
"217","0.6146788990825688","0.6146788990825688","0.6146788990825688"
"218","0.6118721461187214","0.6118721461187214","0.6118721461187214"
"219","0.6136363636363636","0.6136363636363636","0.6136363636363636"
"220","0.6153846153846154","0.6153846153846154","0.6153846153846154"
"221","0.6126126126126126","0.6126126126126126","0.6126126126126126"
"222","0.6143497757847534","0.6143497757847534","0.6143497757847534"
"223","0.6116071428571429","0.6116071428571429","0.6116071428571429"
"224","0.6088888888888889","0.6088888888888889","0.6088888888888889"
"225","0.6106194690265486","0.6106194690265486","0.6106194690265486"
"226","0.6123348017621145","0.6123348017621145","0.6123348017621145"
"227","0.6140350877192983","0.6140350877192983","0.6140350877192983"
"228","0.6157205240174672","0.6157205240174672","0.6157205240174672"
"229","0.6173913043478261","0.6173913043478261","0.6173913043478261"
"230","0.6190476190476191","0.6190476190476191","0.6190476190476191"
"231","0.6206896551724138","0.6206896551724138","0.6206896551724138"
"232","0.6180257510729614","0.6180257510729614","0.6180257510729614"
"233","0.6196581196581197","0.6196581196581197","0.6196581196581197"
"234","0.6212765957446809","0.6212765957446809","0.6212765957446809"
"235","0.6228813559322034","0.6228813559322034","0.6228813559322034"
"236","0.6244725738396625","0.6244725738396625","0.6244725738396625"
"237","0.6260504201680672","0.6260504201680672","0.6260504201680672"
"238","0.6276150627615062","0.6276150627615062","0.6276150627615062"
"239","0.6291666666666667","0.6291666666666667","0.6291666666666667"
"240","0.6307053941908713","0.6307053941908713","0.6307053941908713"
"241","0.628099173553719","0.628099173553719","0.628099173553719"
"242","0.6255144032921811","0.6255144032921811","0.6255144032921811"
"243","0.6270491803278688","0.6270491803278688","0.6270491803278688"
"244","0.6285714285714286","0.6285714285714286","0.6285714285714286"
"245","0.6260162601626016","0.6260162601626016","0.6260162601626016"
"246","0.6275303643724697","0.6275303643724697","0.6275303643724697"
"247","0.6290322580645161","0.6290322580645161","0.6290322580645161"
"248","0.6305220883534136","0.6305220883534136","0.6305220883534136"
"249","0.632","0.632","0.632"
"250","0.6334661354581673","0.6334661354581673","0.6334661354581673"
"251","0.6309523809523809","0.6309523809523809","0.6309523809523809"
"252","0.6324110671936759","0.6324110671936759","0.6324110671936759"
"253","0.6338582677165354","0.6338582677165354","0.6338582677165354"
"254","0.6313725490196078","0.6313725490196078","0.6313725490196078"
"255","0.62890625","0.62890625","0.62890625"
"256","0.6303501945525292","0.6303501945525292","0.6303501945525292"
"257","0.627906976744186","0.627906976744186","0.627906976744186"
"258","0.6293436293436293","0.6293436293436293","0.6293436293436293"
"259","0.6307692307692307","0.6307692307692307","0.6307692307692307"
"260","0.632183908045977","0.632183908045977","0.632183908045977"
"261","0.6335877862595419","0.6335877862595419","0.6335877862595419"
"262","0.6349809885931559","0.6349809885931559","0.6349809885931559"
"263","0.6363636363636364","0.6363636363636364","0.6363636363636364"
"264","0.6339622641509434","0.6339622641509434","0.6339622641509434"
"265","0.6353383458646616","0.6353383458646616","0.6353383458646616"
"266","0.6367041198501873","0.6367041198501873","0.6367041198501873"
"267","0.6343283582089553","0.6343283582089553","0.6343283582089553"
"268","0.6356877323420075","0.6356877323420075","0.6356877323420075"
"269","0.6333333333333333","0.6333333333333333","0.6333333333333333"
"270","0.6309963099630996","0.6309963099630996","0.6309963099630996"
"271","0.6323529411764706","0.6323529411764706","0.6323529411764706"
"272","0.6336996336996337","0.6336996336996337","0.6336996336996337"
"273","0.6313868613138686","0.6313868613138686","0.6313868613138686"
"274","0.6327272727272727","0.6327272727272727","0.6327272727272727"
"275","0.6340579710144928","0.6340579710144928","0.6340579710144928"
"276","0.6353790613718412","0.6353790613718412","0.6353790613718412"
"277","0.6366906474820144","0.6366906474820144","0.6366906474820144"
"278","0.6379928315412187","0.6379928315412187","0.6379928315412187"
"279","0.6357142857142857","0.6357142857142857","0.6357142857142857"
"280","0.6334519572953736","0.6334519572953736","0.6334519572953736"
"281","0.6312056737588653","0.6312056737588653","0.6312056737588653"
"282","0.6289752650176679","0.6289752650176679","0.6289752650176679"
"283","0.6302816901408451","0.6302816901408451","0.6302816901408451"
"284","0.631578947368421","0.631578947368421","0.631578947368421"
"285","0.6293706293706294","0.6293706293706294","0.6293706293706294"
"286","0.627177700348432","0.627177700348432","0.627177700348432"
"287","0.6284722222222222","0.6284722222222222","0.6284722222222222"
"288","0.629757785467128","0.629757785467128","0.629757785467128"
"289","0.6310344827586207","0.6310344827586207","0.6310344827586207"
"290","0.6323024054982818","0.6323024054982818","0.6323024054982818"
"291","0.6335616438356164","0.6335616438356164","0.6335616438356164"
"292","0.6313993174061433","0.6313993174061433","0.6313993174061433"
"293","0.6326530612244898","0.6326530612244898","0.6326530612244898"
"294","0.6338983050847458","0.6338983050847458","0.6338983050847458"
"295","0.6317567567567568","0.6317567567567568","0.6317567567567568"
"296","0.632996632996633","0.632996632996633","0.632996632996633"
"297","0.6342281879194631","0.6342281879194631","0.6342281879194631"
"298","0.6354515050167224","0.6354515050167224","0.6354515050167224"
"299","0.6366666666666667","0.6366666666666667","0.6366666666666667"
"300","0.6378737541528239","0.6378737541528239","0.6378737541528239"
"301","0.6390728476821192","0.6390728476821192","0.6390728476821192"
"302","0.636963696369637","0.636963696369637","0.636963696369637"
"303","0.6381578947368421","0.6381578947368421","0.6381578947368421"
"304","0.639344262295082","0.639344262295082","0.639344262295082"
"305","0.6405228758169934","0.6405228758169934","0.6405228758169934"
"306","0.6416938110749185","0.6416938110749185","0.6416938110749185"
"307","0.6428571428571429","0.6428571428571429","0.6428571428571429"
"308","0.6440129449838188","0.6440129449838188","0.6440129449838188"
"309","0.6451612903225806","0.6451612903225806","0.6451612903225806"
"310","0.6430868167202572","0.6430868167202572","0.6430868167202572"
"311","0.6442307692307693","0.6442307692307693","0.6442307692307693"
"312","0.645367412140575","0.645367412140575","0.645367412140575"
"313","0.6464968152866242","0.6464968152866242","0.6464968152866242"
"314","0.6476190476190476","0.6476190476190476","0.6476190476190476"
"315","0.6487341772151899","0.6487341772151899","0.6487341772151899"
"316","0.6466876971608833","0.6466876971608833","0.6466876971608833"
"317","0.6477987421383647","0.6477987421383647","0.6477987421383647"
"318","0.6489028213166145","0.6489028213166145","0.6489028213166145"
"319","0.646875","0.646875","0.646875"
"320","0.6479750778816199","0.6479750778816199","0.6479750778816199"
"321","0.6459627329192547","0.6459627329192547","0.6459627329192547"
"322","0.6439628482972136","0.6439628482972136","0.6439628482972136"
"323","0.6450617283950617","0.6450617283950617","0.6450617283950617"
"324","0.6430769230769231","0.6430769230769231","0.6430769230769231"
