"Step","vivid-donkey-291 - Percentage of times the goal was reached through time","vivid-donkey-291 - Percentage of times the goal was reached through time__MIN","vivid-donkey-291 - Percentage of times the goal was reached through time__MAX"
"325","0.6411042944785276","0.6411042944785276","0.6411042944785276"
"326","0.6422018348623854","0.6422018348623854","0.6422018348623854"
"327","0.6432926829268293","0.6432926829268293","0.6432926829268293"
"328","0.6413373860182371","0.6413373860182371","0.6413373860182371"
"329","0.6393939393939394","0.6393939393939394","0.6393939393939394"
"330","0.6374622356495468","0.6374622356495468","0.6374622356495468"
"331","0.6385542168674698","0.6385542168674698","0.6385542168674698"
"332","0.6396396396396397","0.6396396396396397","0.6396396396396397"
"333","0.6377245508982036","0.6377245508982036","0.6377245508982036"
"334","0.6388059701492538","0.6388059701492538","0.6388059701492538"
"335","0.6398809523809523","0.6398809523809523","0.6398809523809523"
"336","0.6379821958456974","0.6379821958456974","0.6379821958456974"
"337","0.6390532544378699","0.6390532544378699","0.6390532544378699"
"338","0.640117994100295","0.640117994100295","0.640117994100295"
"339","0.6411764705882353","0.6411764705882353","0.6411764705882353"
"340","0.6422287390029325","0.6422287390029325","0.6422287390029325"
"341","0.6432748538011696","0.6432748538011696","0.6432748538011696"
"342","0.6443148688046647","0.6443148688046647","0.6443148688046647"
"343","0.6453488372093024","0.6453488372093024","0.6453488372093024"
"344","0.6463768115942029","0.6463768115942029","0.6463768115942029"
"345","0.6473988439306358","0.6473988439306358","0.6473988439306358"
"346","0.6484149855907781","0.6484149855907781","0.6484149855907781"
"347","0.6494252873563219","0.6494252873563219","0.6494252873563219"
"348","0.6504297994269341","0.6504297994269341","0.6504297994269341"
"349","0.6514285714285715","0.6514285714285715","0.6514285714285715"
"350","0.6495726495726496","0.6495726495726496","0.6495726495726496"
"351","0.6477272727272727","0.6477272727272727","0.6477272727272727"
"352","0.6487252124645893","0.6487252124645893","0.6487252124645893"
"353","0.6497175141242938","0.6497175141242938","0.6497175141242938"
"354","0.6507042253521127","0.6507042253521127","0.6507042253521127"
"355","0.651685393258427","0.651685393258427","0.651685393258427"
"356","0.6526610644257703","0.6526610644257703","0.6526610644257703"
"357","0.6536312849162011","0.6536312849162011","0.6536312849162011"
"358","0.6545961002785515","0.6545961002785515","0.6545961002785515"
"359","0.6555555555555556","0.6555555555555556","0.6555555555555556"
"360","0.6537396121883656","0.6537396121883656","0.6537396121883656"
"361","0.6546961325966851","0.6546961325966851","0.6546961325966851"
"362","0.6556473829201102","0.6556473829201102","0.6556473829201102"
"363","0.6565934065934066","0.6565934065934066","0.6565934065934066"
"364","0.6575342465753424","0.6575342465753424","0.6575342465753424"
"365","0.6584699453551912","0.6584699453551912","0.6584699453551912"
"366","0.659400544959128","0.659400544959128","0.659400544959128"
"367","0.657608695652174","0.657608695652174","0.657608695652174"
"368","0.6585365853658537","0.6585365853658537","0.6585365853658537"
"369","0.6594594594594595","0.6594594594594595","0.6594594594594595"
"370","0.660377358490566","0.660377358490566","0.660377358490566"
"371","0.6586021505376344","0.6586021505376344","0.6586021505376344"
"372","0.6595174262734584","0.6595174262734584","0.6595174262734584"
"373","0.660427807486631","0.660427807486631","0.660427807486631"
"374","0.6613333333333333","0.6613333333333333","0.6613333333333333"
"375","0.6622340425531915","0.6622340425531915","0.6622340425531915"
"376","0.6631299734748011","0.6631299734748011","0.6631299734748011"
"377","0.6640211640211641","0.6640211640211641","0.6640211640211641"
"378","0.6649076517150396","0.6649076517150396","0.6649076517150396"
"379","0.6657894736842105","0.6657894736842105","0.6657894736842105"
"380","0.6640419947506562","0.6640419947506562","0.6640419947506562"
"381","0.6649214659685864","0.6649214659685864","0.6649214659685864"
"382","0.6631853785900783","0.6631853785900783","0.6631853785900783"
"383","0.6640625","0.6640625","0.6640625"
"384","0.6649350649350649","0.6649350649350649","0.6649350649350649"
"385","0.6632124352331606","0.6632124352331606","0.6632124352331606"
"386","0.6640826873385013","0.6640826873385013","0.6640826873385013"
"387","0.6649484536082474","0.6649484536082474","0.6649484536082474"
"388","0.6632390745501285","0.6632390745501285","0.6632390745501285"
"389","0.6641025641025641","0.6641025641025641","0.6641025641025641"
"390","0.6624040920716112","0.6624040920716112","0.6624040920716112"
"391","0.6632653061224489","0.6632653061224489","0.6632653061224489"
"392","0.6641221374045801","0.6641221374045801","0.6641221374045801"
"393","0.6649746192893401","0.6649746192893401","0.6649746192893401"
"394","0.6658227848101266","0.6658227848101266","0.6658227848101266"
"395","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"396","0.6649874055415617","0.6649874055415617","0.6649874055415617"
"397","0.6658291457286433","0.6658291457286433","0.6658291457286433"
"398","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"399","0.6675","0.6675","0.6675"
"400","0.6683291770573566","0.6683291770573566","0.6683291770573566"
"401","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"402","0.6650124069478908","0.6650124069478908","0.6650124069478908"
"403","0.6658415841584159","0.6658415841584159","0.6658415841584159"
"404","0.6641975308641975","0.6641975308641975","0.6641975308641975"
"405","0.6625615763546798","0.6625615763546798","0.6625615763546798"
"406","0.6633906633906634","0.6633906633906634","0.6633906633906634"
"407","0.6642156862745098","0.6642156862745098","0.6642156862745098"
"408","0.6650366748166259","0.6650366748166259","0.6650366748166259"
"409","0.6658536585365854","0.6658536585365854","0.6658536585365854"
"410","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"411","0.6674757281553398","0.6674757281553398","0.6674757281553398"
"412","0.6682808716707022","0.6682808716707022","0.6682808716707022"
"413","0.6690821256038647","0.6690821256038647","0.6690821256038647"
"414","0.6698795180722892","0.6698795180722892","0.6698795180722892"
"415","0.6706730769230769","0.6706730769230769","0.6706730769230769"
"416","0.6714628297362111","0.6714628297362111","0.6714628297362111"
"417","0.6698564593301436","0.6698564593301436","0.6698564593301436"
"418","0.6706443914081146","0.6706443914081146","0.6706443914081146"
"419","0.669047619047619","0.669047619047619","0.669047619047619"
"420","0.667458432304038","0.667458432304038","0.667458432304038"
"421","0.6682464454976303","0.6682464454976303","0.6682464454976303"
"422","0.6690307328605201","0.6690307328605201","0.6690307328605201"
"423","0.6698113207547169","0.6698113207547169","0.6698113207547169"
"424","0.668235294117647","0.668235294117647","0.668235294117647"
"425","0.6690140845070423","0.6690140845070423","0.6690140845070423"
"426","0.667447306791569","0.667447306791569","0.667447306791569"
"427","0.6658878504672897","0.6658878504672897","0.6658878504672897"
"428","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"429","0.6674418604651163","0.6674418604651163","0.6674418604651163"
"430","0.665893271461717","0.665893271461717","0.665893271461717"
"431","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"432","0.6674364896073903","0.6674364896073903","0.6674364896073903"
"433","0.6682027649769585","0.6682027649769585","0.6682027649769585"
"434","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"435","0.6674311926605505","0.6674311926605505","0.6674311926605505"
"436","0.665903890160183","0.665903890160183","0.665903890160183"
"437","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"438","0.6651480637813212","0.6651480637813212","0.6651480637813212"
"439","0.6659090909090909","0.6659090909090909","0.6659090909090909"
"440","0.6643990929705216","0.6643990929705216","0.6643990929705216"
"441","0.6628959276018099","0.6628959276018099","0.6628959276018099"
"442","0.6636568848758465","0.6636568848758465","0.6636568848758465"
"443","0.6621621621621622","0.6621621621621622","0.6621621621621622"
"444","0.6629213483146067","0.6629213483146067","0.6629213483146067"
"445","0.6636771300448431","0.6636771300448431","0.6636771300448431"
"446","0.6644295302013423","0.6644295302013423","0.6644295302013423"
"447","0.6629464285714286","0.6629464285714286","0.6629464285714286"
"448","0.6636971046770601","0.6636971046770601","0.6636971046770601"
"449","0.6644444444444444","0.6644444444444444","0.6644444444444444"
"450","0.6629711751662971","0.6629711751662971","0.6629711751662971"
"451","0.6637168141592921","0.6637168141592921","0.6637168141592921"
"452","0.6644591611479028","0.6644591611479028","0.6644591611479028"
"453","0.6629955947136564","0.6629955947136564","0.6629955947136564"
"454","0.6615384615384615","0.6615384615384615","0.6615384615384615"
"455","0.6622807017543859","0.6622807017543859","0.6622807017543859"
"456","0.6608315098468271","0.6608315098468271","0.6608315098468271"
"457","0.6615720524017468","0.6615720524017468","0.6615720524017468"
"458","0.6623093681917211","0.6623093681917211","0.6623093681917211"
"459","0.6630434782608695","0.6630434782608695","0.6630434782608695"
"460","0.6616052060737527","0.6616052060737527","0.6616052060737527"
"461","0.6623376623376623","0.6623376623376623","0.6623376623376623"
"462","0.6609071274298056","0.6609071274298056","0.6609071274298056"
"463","0.6594827586206896","0.6594827586206896","0.6594827586206896"
"464","0.6602150537634408","0.6602150537634408","0.6602150537634408"
"465","0.6609442060085837","0.6609442060085837","0.6609442060085837"
"466","0.6616702355460385","0.6616702355460385","0.6616702355460385"
"467","0.6602564102564102","0.6602564102564102","0.6602564102564102"
"468","0.6609808102345416","0.6609808102345416","0.6609808102345416"
"469","0.6595744680851063","0.6595744680851063","0.6595744680851063"
"470","0.6602972399150743","0.6602972399150743","0.6602972399150743"
"471","0.6610169491525424","0.6610169491525424","0.6610169491525424"
"472","0.6617336152219874","0.6617336152219874","0.6617336152219874"
"473","0.6624472573839663","0.6624472573839663","0.6624472573839663"
"474","0.6631578947368421","0.6631578947368421","0.6631578947368421"
"475","0.6638655462184874","0.6638655462184874","0.6638655462184874"
"476","0.6645702306079665","0.6645702306079665","0.6645702306079665"
"477","0.6652719665271967","0.6652719665271967","0.6652719665271967"
"478","0.6638830897703549","0.6638830897703549","0.6638830897703549"
"479","0.6625","0.6625","0.6625"
"480","0.6632016632016632","0.6632016632016632","0.6632016632016632"
"481","0.6639004149377593","0.6639004149377593","0.6639004149377593"
"482","0.6645962732919255","0.6645962732919255","0.6645962732919255"
"483","0.6652892561983471","0.6652892561983471","0.6652892561983471"
"484","0.6659793814432989","0.6659793814432989","0.6659793814432989"
"485","0.6646090534979424","0.6646090534979424","0.6646090534979424"
"486","0.6632443531827515","0.6632443531827515","0.6632443531827515"
"487","0.6639344262295082","0.6639344262295082","0.6639344262295082"
"488","0.6646216768916156","0.6646216768916156","0.6646216768916156"
"489","0.6632653061224489","0.6632653061224489","0.6632653061224489"
"490","0.6639511201629328","0.6639511201629328","0.6639511201629328"
"491","0.6646341463414634","0.6646341463414634","0.6646341463414634"
"492","0.665314401622718","0.665314401622718","0.665314401622718"
"493","0.6639676113360324","0.6639676113360324","0.6639676113360324"
"494","0.6646464646464646","0.6646464646464646","0.6646464646464646"
"495","0.6653225806451613","0.6653225806451613","0.6653225806451613"
"496","0.6659959758551308","0.6659959758551308","0.6659959758551308"
"497","0.6646586345381527","0.6646586345381527","0.6646586345381527"
"498","0.6633266533066132","0.6633266533066132","0.6633266533066132"
"499","0.664","0.664","0.664"
"500","0.6646706586826348","0.6646706586826348","0.6646706586826348"
"501","0.6653386454183267","0.6653386454183267","0.6653386454183267"
"502","0.6660039761431411","0.6660039761431411","0.6660039761431411"
"503","0.6646825396825397","0.6646825396825397","0.6646825396825397"
"504","0.6653465346534654","0.6653465346534654","0.6653465346534654"
"505","0.66600790513834","0.66600790513834","0.66600790513834"
"506","0.6646942800788954","0.6646942800788954","0.6646942800788954"
"507","0.6653543307086615","0.6653543307086615","0.6653543307086615"
"508","0.6660117878192534","0.6660117878192534","0.6660117878192534"
"509","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"510","0.6653620352250489","0.6653620352250489","0.6653620352250489"
"511","0.6640625","0.6640625","0.6640625"
"512","0.6627680311890838","0.6627680311890838","0.6627680311890838"
"513","0.6614785992217899","0.6614785992217899","0.6614785992217899"
"514","0.6621359223300971","0.6621359223300971","0.6621359223300971"
"515","0.6627906976744186","0.6627906976744186","0.6627906976744186"
"516","0.6634429400386848","0.6634429400386848","0.6634429400386848"
"517","0.6640926640926641","0.6640926640926641","0.6640926640926641"
"518","0.6647398843930635","0.6647398843930635","0.6647398843930635"
"519","0.6653846153846154","0.6653846153846154","0.6653846153846154"
"520","0.6641074856046065","0.6641074856046065","0.6641074856046065"
"521","0.6628352490421456","0.6628352490421456","0.6628352490421456"
"522","0.6634799235181644","0.6634799235181644","0.6634799235181644"
"523","0.6641221374045801","0.6641221374045801","0.6641221374045801"
"524","0.6647619047619048","0.6647619047619048","0.6647619047619048"
"525","0.6653992395437263","0.6653992395437263","0.6653992395437263"
"526","0.6641366223908919","0.6641366223908919","0.6641366223908919"
"527","0.6628787878787878","0.6628787878787878","0.6628787878787878"
"528","0.6616257088846881","0.6616257088846881","0.6616257088846881"
"529","0.660377358490566","0.660377358490566","0.660377358490566"
"530","0.6610169491525424","0.6610169491525424","0.6610169491525424"
"531","0.6616541353383458","0.6616541353383458","0.6616541353383458"
"532","0.6622889305816135","0.6622889305816135","0.6622889305816135"
"533","0.6629213483146067","0.6629213483146067","0.6629213483146067"
"534","0.6635514018691588","0.6635514018691588","0.6635514018691588"
"535","0.664179104477612","0.664179104477612","0.664179104477612"
"536","0.664804469273743","0.664804469273743","0.664804469273743"
"537","0.6654275092936803","0.6654275092936803","0.6654275092936803"
"538","0.6641929499072357","0.6641929499072357","0.6641929499072357"
"539","0.6648148148148149","0.6648148148148149","0.6648148148148149"
"540","0.6635859519408502","0.6635859519408502","0.6635859519408502"
"541","0.6623616236162362","0.6623616236162362","0.6623616236162362"
"542","0.6629834254143646","0.6629834254143646","0.6629834254143646"
"543","0.6636029411764706","0.6636029411764706","0.6636029411764706"
"544","0.6623853211009174","0.6623853211009174","0.6623853211009174"
"545","0.6611721611721612","0.6611721611721612","0.6611721611721612"
"546","0.659963436928702","0.659963436928702","0.659963436928702"
"547","0.6587591240875912","0.6587591240875912","0.6587591240875912"
"548","0.6593806921675774","0.6593806921675774","0.6593806921675774"
"549","0.66","0.66","0.66"
"550","0.6588021778584392","0.6588021778584392","0.6588021778584392"
"551","0.6594202898550725","0.6594202898550725","0.6594202898550725"
"552","0.6582278481012658","0.6582278481012658","0.6582278481012658"
"553","0.6588447653429603","0.6588447653429603","0.6588447653429603"
"554","0.6594594594594595","0.6594594594594595","0.6594594594594595"
"555","0.658273381294964","0.658273381294964","0.658273381294964"
"556","0.6570915619389587","0.6570915619389587","0.6570915619389587"
"557","0.6577060931899642","0.6577060931899642","0.6577060931899642"
"558","0.6583184257602862","0.6583184257602862","0.6583184257602862"
"559","0.6571428571428571","0.6571428571428571","0.6571428571428571"
"560","0.6577540106951871","0.6577540106951871","0.6577540106951871"
"561","0.6583629893238434","0.6583629893238434","0.6583629893238434"
"562","0.6571936056838366","0.6571936056838366","0.6571936056838366"
"563","0.6560283687943262","0.6560283687943262","0.6560283687943262"
"564","0.6566371681415929","0.6566371681415929","0.6566371681415929"
"565","0.6554770318021201","0.6554770318021201","0.6554770318021201"
"566","0.656084656084656","0.656084656084656","0.656084656084656"
"567","0.6566901408450704","0.6566901408450704","0.6566901408450704"
"568","0.655536028119508","0.655536028119508","0.655536028119508"
"569","0.6543859649122807","0.6543859649122807","0.6543859649122807"
"570","0.6549912434325744","0.6549912434325744","0.6549912434325744"
"571","0.6555944055944056","0.6555944055944056","0.6555944055944056"
"572","0.6561954624781849","0.6561954624781849","0.6561954624781849"
"573","0.6567944250871081","0.6567944250871081","0.6567944250871081"
"574","0.6573913043478261","0.6573913043478261","0.6573913043478261"
"575","0.6579861111111112","0.6579861111111112","0.6579861111111112"
"576","0.658578856152513","0.658578856152513","0.658578856152513"
"577","0.657439446366782","0.657439446366782","0.657439446366782"
"578","0.6580310880829016","0.6580310880829016","0.6580310880829016"
"579","0.656896551724138","0.656896551724138","0.656896551724138"
"580","0.6557659208261618","0.6557659208261618","0.6557659208261618"
"581","0.6563573883161512","0.6563573883161512","0.6563573883161512"
"582","0.6552315608919382","0.6552315608919382","0.6552315608919382"
"583","0.6541095890410958","0.6541095890410958","0.6541095890410958"
"584","0.6547008547008547","0.6547008547008547","0.6547008547008547"
"585","0.6552901023890785","0.6552901023890785","0.6552901023890785"
"586","0.6541737649063032","0.6541737649063032","0.6541737649063032"
"587","0.6547619047619048","0.6547619047619048","0.6547619047619048"
"588","0.6553480475382003","0.6553480475382003","0.6553480475382003"
"589","0.6559322033898305","0.6559322033898305","0.6559322033898305"
"590","0.6565143824027073","0.6565143824027073","0.6565143824027073"
"591","0.6570945945945946","0.6570945945945946","0.6570945945945946"
"592","0.6559865092748736","0.6559865092748736","0.6559865092748736"
"593","0.6565656565656566","0.6565656565656566","0.6565656565656566"
"594","0.6554621848739496","0.6554621848739496","0.6554621848739496"
"595","0.6543624161073825","0.6543624161073825","0.6543624161073825"
"596","0.6549413735343383","0.6549413735343383","0.6549413735343383"
"597","0.6555183946488294","0.6555183946488294","0.6555183946488294"
"598","0.654424040066778","0.654424040066778","0.654424040066778"
"599","0.655","0.655","0.655"
"600","0.653910149750416","0.653910149750416","0.653910149750416"
"601","0.654485049833887","0.654485049833887","0.654485049833887"
"602","0.6533996683250415","0.6533996683250415","0.6533996683250415"
"603","0.6539735099337748","0.6539735099337748","0.6539735099337748"
"604","0.6528925619834711","0.6528925619834711","0.6528925619834711"
"605","0.6518151815181518","0.6518151815181518","0.6518151815181518"
"606","0.6523887973640856","0.6523887973640856","0.6523887973640856"
"607","0.6513157894736842","0.6513157894736842","0.6513157894736842"
"608","0.6502463054187192","0.6502463054187192","0.6502463054187192"
"609","0.6508196721311476","0.6508196721311476","0.6508196721311476"
"610","0.6513911620294599","0.6513911620294599","0.6513911620294599"
"611","0.6503267973856209","0.6503267973856209","0.6503267973856209"
"612","0.6492659053833605","0.6492659053833605","0.6492659053833605"
"613","0.6482084690553745","0.6482084690553745","0.6482084690553745"
"614","0.6487804878048781","0.6487804878048781","0.6487804878048781"
"615","0.6493506493506493","0.6493506493506493","0.6493506493506493"
"616","0.6482982171799028","0.6482982171799028","0.6482982171799028"
"617","0.6472491909385113","0.6472491909385113","0.6472491909385113"
"618","0.6478190630048465","0.6478190630048465","0.6478190630048465"
"619","0.6483870967741936","0.6483870967741936","0.6483870967741936"
"620","0.6489533011272142","0.6489533011272142","0.6489533011272142"
"621","0.6479099678456591","0.6479099678456591","0.6479099678456591"
"622","0.6484751203852327","0.6484751203852327","0.6484751203852327"
"623","0.6490384615384616","0.6490384615384616","0.6490384615384616"
"624","0.6496","0.6496","0.6496"
"625","0.6485623003194888","0.6485623003194888","0.6485623003194888"
"626","0.6475279106858054","0.6475279106858054","0.6475279106858054"
"627","0.6480891719745223","0.6480891719745223","0.6480891719745223"
"628","0.6470588235294118","0.6470588235294118","0.6470588235294118"
"629","0.6460317460317461","0.6460317460317461","0.6460317460317461"
"630","0.6465927099841522","0.6465927099841522","0.6465927099841522"
"631","0.6471518987341772","0.6471518987341772","0.6471518987341772"
"632","0.6477093206951027","0.6477093206951027","0.6477093206951027"
"633","0.6482649842271293","0.6482649842271293","0.6482649842271293"
"634","0.6488188976377953","0.6488188976377953","0.6488188976377953"
"635","0.64937106918239","0.64937106918239","0.64937106918239"
"636","0.6483516483516484","0.6483516483516484","0.6483516483516484"
"637","0.6489028213166145","0.6489028213166145","0.6489028213166145"
"638","0.6494522691705791","0.6494522691705791","0.6494522691705791"
"639","0.6484375","0.6484375","0.6484375"
"640","0.6474258970358814","0.6474258970358814","0.6474258970358814"